Pacific island small states,PSS,Population density (people per sq. km of land area),EN.POP.DNST,39.53343726,40.01276695,40.56388153
Post-demographic dividend,PST,Population density (people per sq. km of land area),EN.POP.DNST,35.51675532,35.64889701,35.82288266
French Polynesia,PYF,Population density (people per sq. km of land area),EN.POP.DNST,86.34889081,86.98357822,87.5920484
Qatar,QAT,Population density (people per sq. km of land area),EN.POP.DNST,244.3198433,240.2423847,233.9630113
Romania,ROU,Population density (people per sq. km of land area),EN.POP.DNST,84.19527121,83.73283206,83.10100834
Russian Federation,RUS,Population density (people per sq. km of land area),EN.POP.DNST,8.817695994,8.797354989,8.759261446
Rwanda,RWA,Population density (people per sq. km of land area),EN.POP.DNST,520.2686664,532.8886096,545.6784759
South Asia,SAS,Population density (people per sq. km of land area),EN.POP.DNST,390.2620415,394.6507887,398.7135762
Saudi Arabia,SAU,Population density (people per sq. km of land area),EN.POP.DNST,16.66629235,16.7452549,16.72352572
Sudan,SDN,Population density (people per sq. km of land area),EN.POP.DNST,23.14351874,23.79041006,24.44175696
Senegal,SEN,Population density (people per sq. km of land area),EN.POP.DNST,83.10798837,85.36913728,87.6576118
Singapore,SGP,Population density (people per sq. km of land area),EN.POP.DNST,7965.878492,7918.951253,7595.495822
Solomon Islands,SLB,Population density (people per sq. km of land area),EN.POP.DNST,24.11550554,24.69421222,25.28942479
Sierra Leone,SLE,Population density (people per sq. km of land area),EN.POP.DNST,111.482793,114.0755057,116.661693
El Salvador,SLV,Population density (people per sq. km of land area),EN.POP.DNST,303.0992761,303.7032336,304.7377896
San Marino,SMR,Population density (people per sq. km of land area),EN.POP.DNST,569.6333333,566.7833333,562.4166667
Somalia,SOM,Population density (people per sq. km of land area),EN.POP.DNST,25.47470271,26.36053177,27.20308126
Serbia,SRB,Population density (people per sq. km of land area),EN.POP.DNST,79.41041619,82.04454751,81.27394458
Sub-Saharan Africa (excluding high income),SSA,Population density (people per sq. km of land area),EN.POP.DNST,46.94141182,48.18686459,49.43674455
South Sudan,SSD,Population density (people per sq. km of land area),EN.POP.DNST,16.53294827,16.78386372,17.00864336
Sub-Saharan Africa,SSF,Population density (people per sq. km of land area),EN.POP.DNST,46.94459428,48.19005812,49.43994733
Small states,SST,Population density (people per sq. km of land area),EN.POP.DNST,16.78271509,16.95360589,17.11324803
Sao Tome and Principe,STP,Population density (people per sq. km of land area),EN.POP.DNST,223.540625,227.7510417,232.403125
Suriname,SUR,Population density (people per sq. km of land area),EN.POP.DNST,3.848083333,3.891442308,3.929391026
Slovak Republic,SVK,Population density (people per sq. km of land area),EN.POP.DNST,113.4389975,113.5363353,113.2954867
Slovenia,SVN,Population density (people per sq. km of land area),EN.POP.DNST,103.7119346,104.4088814,104.6899644
Sweden,SWE,Population density (people per sq. km of land area),EN.POP.DNST,25.23766548,25.42072337,25.57385697
Eswatini,SWZ,Population density (people per sq. km of land area),EN.POP.DNST,68.00075581,68.64273256,69.3180814
Sint Maarten (Dutch part),SXM,Population density (people per sq. km of land area),EN.POP.DNST,1223.764706,1244.411765,1260.176471
Seychelles,SYC,Population density (people per sq. km of land area),EN.POP.DNST,212.2282609,214.0478261,215.7782609
Syrian Arab Republic,SYR,Population density (people per sq. km of land area),EN.POP.DNST,109.4497141,113.1220117,116.1268148
Turks and Caicos Islands,TCA,Population density (people per sq. km of land area),EN.POP.DNST,45.34736842,46.60631579,47.48842105
Chad,TCD,Population density (people per sq. km of land area),EN.POP.DNST,12.80723158,13.21847284,13.64337675
East Asia & Pacific (IDA & IBRD countries),TEA,Population density (people per sq. km of land area),EN.POP.DNST,131.1394378,131.7600186,132.0851995
Europe & Central Asia (IDA & IBRD countries),TEC,Population density (people per sq. km of land area),EN.POP.DNST,20.0532011,20.10081034,20.11208146
Togo,TGO,Population density (people per sq. km of land area),EN.POP.DNST,151.5553227,155.2230189,158.941515
Thailand,THA,Population density (people per sq. km of land area),EN.POP.DNST,139.5755701,139.9042142,140.1497446
Tajikistan,TJK,Population density (people per sq. km of land area),EN.POP.DNST,67.27432092,68.76004755,70.25047914
Turkmenistan,TKM,Population density (people per sq. km of land area),EN.POP.DNST,13.10497308,13.30078522,13.49531845
Latin America & the Caribbean (IDA & IBRD countries),TLA,Population density (people per sq. km of land area),EN.POP.DNST,31.61378378,31.87315673,32.09956057
Timor-Leste,TLS,Population density (people per sq. km of land area),EN.POP.DNST,86.10880968,87.42400807,88.83268325
Middle East & North Africa (IDA & IBRD countries),TMN,Population density (people per sq. km of land area),EN.POP.DNST,46.42279683,47.1682934,47.87726576
Tonga,TON,Population density (people per sq. km of land area),EN.POP.DNST,145.7652778,146.1861111,147.2458333
South Asia (IDA & IBRD),TSA,Population density (people per sq. km of land area),EN.POP.DNST,390.2620415,394.6507887,398.7135762
Sub-Saharan Africa (IDA & IBRD countries),TSS,Population density (people per sq. km of land area),EN.POP.DNST,46.94459428,48.19005812,49.43994733
Trinidad and Tobago,TTO,Population density (people per sq. km of land area),EN.POP.DNST,296.2875244,295.9350877,297.4001949
Tunisia,TUN,Population density (people per sq. km of land area),EN.POP.DNST,77.55737642,78.28091529,78.93245366
Turkiye,TUR,Population density (people per sq. km of land area),EN.POP.DNST,108.4698933,109.3193197,110.1508569
Tuvalu,TUV,Population density (people per sq. km of land area),EN.POP.DNST,365.2,368.9666667,373.4666667
Tanzania,TZA,Population density (people per sq. km of land area),EN.POP.DNST,67.59153195,69.65965003,71.78633326
Uganda,UGA,Population density (people per sq. km of land area),EN.POP.DNST,214.1885099,221.447292,228.6743367
Ukraine,UKR,Population density (people per sq. km of land area),EN.POP.DNST,76.60718502,76.16853469,75.58311184
Upper middle income,UMC,Population density (people per sq. km of land area),EN.POP.DNST,50.18328381,50.43319082,50.5947017
Uruguay,URY,Population density (people per sq. km of land area),EN.POP.DNST,19.58866987,19.592538,19.57639127
United States,USA,Population density (people per sq. km of land area),EN.POP.DNST,35.89317567,36.24098511,36.29783633
Uzbekistan,UZB,Population density (people per sq. km of land area),EN.POP.DNST,76.22283256,77.68535119,79.23490819
St. Vincent and the Grenadines,VCT,Population density (people per sq. km of land area),EN.POP.DNST,269.0358974,268.2871795,267.5179487
"Venezuela, RB",VEN,Population density (people per sq. km of land area),EN.POP.DNST,32.84585114,32.30026983,31.97082592
British Virgin Islands,VGB,Population density (people per sq. km of land area),EN.POP.DNST,204.0666667,206.0666667,207.48
Virgin Islands (U.S.),VIR,Population density (people per sq. km of land area),EN.POP.DNST,304.7685714,303.6857143,302.4857143
Viet Nam,VNM,Population density (people per sq. km of land area),EN.POP.DNST,305.5770717,308.3591021,310.9732316
Vanuatu,VUT,Population density (people per sq. km of land area),EN.POP.DNST,24.97161608,25.56890894,26.1802297
World,WLD,Population density (people per sq. km of land area),EN.POP.DNST,59.58509696,60.18934359,60.78210869
Samoa,WSM,Population density (people per sq. km of land area),EN.POP.DNST,76.22482014,77.31258993,78.69208633
Kosovo,XKX,Population density (people per sq. km of land area),EN.POP.DNST,,,
"Yemen, Rep.",YEM,Population density (people per sq. km of land area),EN.POP.DNST,59.75091577,61.1475008,62.46877853
South Africa,ZAF,Population density (people per sq. km of land area),EN.POP.DNST,47.88354945,48.47284785,48.95947951
