Country Name,Country Code,Indicator Name,Indicator Code,2018,2019,2020,2021,2022
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,519.6499835,506.6069082,493.4322524,504.6212722,461.3611383
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,4145.862351,4280.288404,3961.726633,4664.311223,5127.321668
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,48464.52465,47287.39839,45321.48922,54982.45172,
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,379.9860027,405.7867633,416.2177747,446.9815596,461.77585
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,7252.403668,7417.206585,7733.803494,9230.174447,9393.628906
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,1622.834774,1624.437172,1487.894768,1630.031542,1689.215655
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,
Sub-Saharan Africa,SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,1624.144532,1625.762576,1488.7955,1630.983903,1690.387566
Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,12810.40619,12442.12013,10702.88602,12638.57031,14626.50571
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,1950.629352,1991.738264,2161.310201,2360.543554,2404.258693
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,6730.836783,6690.044786,4796.533314,4869.134226,5858.28606
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,19486.39368,19381.59211,19551.62116,21782.85507,21258.11414
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,26123.74713,26016.07868,25545.241,29291.40062,29457.40284
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,54589.06039,51939.42974,52837.90398,61143.22124,55873.22081
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,4021.445556,3818.540425,3372.904639,3982.905229,4039.518036
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,28988.25921,35084.03519,29314.09429,32316.59598,36220.33801
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,16409.47113,16851.11976,12020.02191,12963.06467,15874.54007
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,1111.872093,1124.520554,537.2113614,,
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,26831.97146,27795.14856,20882.26127,23158.6379,24917.59581
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,720.2651009,701.6212008,643.7722162,685.690315,716.8043812
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),NY.GDP.PCAP.CD,8032.844513,8259.763256,8354.652938,9921.177706,10062.92244
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),NY.GDP.PCAP.CD,8869.055827,9016.263771,8439.667109,9983.847669,11324.51067
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,873.5551563,848.3048269,875.2454099,964.0500102,918.3767558
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,7124.558867,7628.576087,7001.785413,7060.897609,6908.802119
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,850.6669582,889.0233718,852.3302296,916.6919671,1054.189484
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,6721.34954,7180.459552,7297.180042,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),NY.GDP.PCAP.CD,8759.324822,8532.484358,7136.214741,8195.12866,9237.903749
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,1239.366087,1584.263822,1660.308309,2741.393945,2358.409054
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (current US$),NY.GDP.PCAP.CD,3513.833793,3473.742114,3118.860507,3604.012298,3954.094041
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,4649.613513,4878.978188,4605.970878,4425.970591,
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),NY.GDP.PCAP.CD,1920.20841,1964.980519,1853.893087,2136.15806,2272.454739
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),NY.GDP.PCAP.CD,1624.144532,1625.762576,1488.7955,1630.983903,1690.387566
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,16164.16133,15690.9631,13871.79822,16032.50277,18222.26033
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,3577.16946,3477.844271,3497.733231,3807.184563,3776.667779
Turkiye,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,9400.836337,9103.012397,8561.064333,9661.227734,10616.06104
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,4419.256323,4940.050682,4674.909088,5372.756766,5334.988605
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1011.59967,1050.932373,1104.164429,1146.031982,1192.403809
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,793.1280823,823.0247328,846.8811992,883.4657281,964.2243852
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,3096.5625,3661.457764,3751.737305,4827.845703,4533.975586
Upper middle income,UMC,GDP per capita (current US$),NY.GDP.PCAP.CD,8895.010224,9006.037156,8649.365561,10257.27978,10794.93186
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,19026.04961,18098.36155,15650.49943,17923.99533,20795.04235
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,62823.30944,65120.39466,63528.6343,70219.47245,76398.59174
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,1604.258642,1795.201768,1759.307471,1993.424478,2255.151155
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,8399.693967,8680.241982,8306.367581,8360.101059,9125.317497
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,
British Virgin Islands,VGB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,36653.86305,38596.03071,39552.1686,,
Viet Nam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,3267.225009,3491.091279,3586.347297,3756.489122,4163.5143
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,3076.835315,3076.589886,2917.756849,3044.57364,3010.292173
World,WLD,GDP per capita (current US$),NY.GDP.PCAP.CD,11290.09997,11330.45367,10895.73523,12282.00007,12647.48079
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,4189.052219,4308.301453,4042.722715,3857.356685,3743.205679
Kosovo,XKX,GDP per capita (current US$),NY.GDP.PCAP.CD,4384.190404,4416.031322,4310.932984,5269.783901,5351.439542
"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,701.7148778,693.8164835,583.8756629,603.7079594,676.928385
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,7048.508112,6688.774746,5741.641249,7055.055176,6776.480077
Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,1475.199836,1268.120941,956.8317475,1137.344395,1487.907764
Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,2269.177012,1421.868596,1372.696674,1773.920411,1266.996031
