,lon1,lat1,dep1,lon2,lat2,dep2,lon3,lat3,dep3,lon4,lat4,dep4
5502,81.817,27.961,0.0,82.004,27.915,0.0,81.817,27.961,0.0,82.004,27.915,0.0
5503,81.748,28.129,0.0,81.817,27.961,0.0,81.748,28.129,0.0,81.817,27.961,0.0
5504,81.669,28.292,0.0,81.748,28.129,0.0,81.669,28.292,0.0,81.748,28.129,0.0
5505,81.475,28.35,0.0,81.669,28.292,0.0,81.475,28.35,0.0,81.669,28.292,0.0
5506,81.352,28.485,0.0,81.475,28.35,0.0,81.352,28.485,0.0,81.475,28.35,0.0
5507,81.253,28.637,0.0,81.352,28.485,0.0,81.253,28.637,0.0,81.352,28.485,0.0
5508,81.082,28.738,0.0,81.253,28.637,0.0,81.082,28.738,0.0,81.253,28.637,0.0
5509,80.881,28.774,0.0,81.082,28.738,0.0,80.881,28.774,0.0,81.082,28.738,0.0
5510,80.684,28.827,0.0,80.881,28.774,0.0,80.684,28.827,0.0,80.881,28.774,0.0
5511,80.498,28.905,0.0,80.684,28.827,0.0,80.498,28.905,0.0,80.684,28.827,0.0
5512,80.315,28.989,0.0,80.498,28.905,0.0,80.315,28.989,0.0,80.498,28.905,0.0
5513,80.133,29.074,0.0,80.315,28.989,0.0,80.133,29.074,0.0,80.315,28.989,0.0
5514,79.936,29.144,0.0,80.133,29.074,0.0,79.936,29.144,0.0,80.133,29.074,0.0
5515,79.739,29.212,0.0,79.936,29.144,0.0,79.739,29.212,0.0,79.936,29.144,0.0
5516,79.541,29.282,0.0,79.739,29.212,0.0,79.541,29.282,0.0,79.739,29.212,0.0
5517,79.343,29.35,0.0,79.541,29.282,0.0,79.343,29.35,0.0,79.541,29.282,0.0
5518,79.145,29.418,0.0,79.343,29.35,0.0,79.145,29.418,0.0,79.343,29.35,0.0
5519,78.947,29.485,0.0,79.145,29.418,0.0,78.947,29.485,0.0,79.145,29.418,0.0
5520,78.749,29.553,0.0,78.947,29.485,0.0,78.749,29.553,0.0,78.947,29.485,0.0
5521,78.55,29.62,0.0,78.749,29.553,0.0,78.55,29.62,0.0,78.749,29.553,0.0
5522,78.391,29.727,0.0,78.55,29.62,0.0,78.391,29.727,0.0,78.55,29.62,0.0
5523,78.233,29.833,0.0,78.391,29.727,0.0,78.233,29.833,0.0,78.391,29.727,0.0
5524,78.074,29.94,0.0,78.233,29.833,0.0,78.074,29.94,0.0,78.233,29.833,0.0
5525,77.914,30.046,0.0,78.074,29.94,0.0,77.914,30.046,0.0,78.074,29.94,0.0
5526,77.754,30.152,0.0,77.914,30.046,0.0,77.754,30.152,0.0,77.914,30.046,0.0
5527,77.594,30.258,0.0,77.754,30.152,0.0,77.594,30.258,0.0,77.754,30.152,0.0
5528,77.434,30.363,0.0,77.594,30.258,0.0,77.434,30.363,0.0,77.594,30.258,0.0
5529,77.273,30.468,0.0,77.434,30.363,0.0,77.273,30.468,0.0,77.434,30.363,0.0
5530,77.112,30.573,0.0,77.273,30.468,0.0,77.112,30.573,0.0,77.273,30.468,0.0
5531,76.951,30.678,0.0,77.112,30.573,0.0,76.951,30.678,0.0,77.112,30.573,0.0
5532,76.804,30.789,0.0,76.951,30.678,0.0,76.804,30.789,0.0,76.951,30.678,0.0
5533,76.658,30.9,0.0,76.804,30.789,0.0,76.658,30.9,0.0,76.804,30.789,0.0
5534,76.511,31.011,0.0,76.658,30.9,0.0,76.511,31.011,0.0,76.658,30.9,0.0
5535,76.363,31.121,0.0,76.511,31.011,0.0,76.363,31.121,0.0,76.511,31.011,0.0
5536,76.216,31.233,0.0,76.363,31.121,0.0,76.216,31.233,0.0,76.363,31.121,0.0
5537,76.117,31.375,0.0,76.216,31.233,0.0,76.117,31.375,0.0,76.216,31.233,0.0
5538,76.017,31.517,0.0,76.117,31.375,0.0,76.017,31.517,0.0,76.117,31.375,0.0
5539,75.918,31.658,0.0,76.017,31.517,0.0,75.918,31.658,0.0,76.017,31.517,0.0
5540,75.818,31.8,0.0,75.918,31.658,0.0,75.818,31.8,0.0,75.918,31.658,0.0
5541,75.717,31.941,0.0,75.818,31.8,0.0,75.717,31.941,0.0,75.818,31.8,0.0
5542,75.456,32.506,0.0,75.717,31.941,0.0,76.66288517313978,32.911094602353074,15.0,76.92388517313978,32.34609460235307,15.0
5543,74.841,33.038,0.0,75.456,32.506,0.0,75.44928399509801,33.54385348317177,9.8,76.06428399509802,33.01185348317178,9.8
5544,74.391,33.33,0.0,74.841,33.038,0.0,75.18983479385923,34.20614030370625,15.0,75.63983479385922,33.91414030370625,15.0
5545,73.702,34.22,0.0,74.391,33.33,0.0,74.80829604072092,34.82296070072699,15.0,75.49729604072093,33.93296070072699,15.0
5546,73.561,34.671,0.0,73.702,34.22,0.0,74.8490063413638,34.948772040543226,15.0,74.9900063413638,34.497772040543225,15.0
5547,73.392,34.644,0.0,73.561,34.671,0.0,73.13765527857142,35.728564497365134,15.0,73.30665527857143,35.755564497365135,15.0
5548,73.336,34.166,0.0,73.392,34.644,0.0,72.01208514684298,34.2724826394877,15.0,72.06808514684298,34.7504826394877,15.0
5549,72.956,33.808,0.0,73.336,34.166,0.0,71.96287610264011,34.538323204547936,15.0,72.3428761026401,34.89632320454793,15.0
5550,71.958,33.702,0.0,72.956,33.808,0.0,71.78518123207193,34.797316790178165,15.0,72.78318123207194,34.90331679017817,15.0
5551,71.002,33.662,0.0,71.958,33.702,0.0,70.9299894129927,34.76517929094918,15.0,71.8859894129927,34.80517929094918,15.0
5552,70.819,32.932,0.0,71.002,33.662,0.0,70.819,32.932,15.0,71.002,33.662,15.0
5553,70.439,32.431,0.0,70.819,32.932,0.0,70.439,32.431,15.0,70.819,32.932,15.0
5554,70.031,31.981,0.0,70.439,32.431,0.0,70.031,31.981,15.0,70.439,32.431,15.0
5555,70.031,31.981,0.0,70.2,31.518,0.0,70.031,31.981,15.0,70.2,31.518,15.0
5556,70.2,31.518,0.0,70.369,31.0,0.0,70.2,31.518,15.0,70.369,31.0,15.0
5557,70.369,31.0,0.0,70.397,30.237,0.0,70.369,31.0,15.0,70.397,30.237,15.0
5558,70.116,29.911,0.0,70.397,30.237,0.0,70.116,29.911,15.0,70.397,30.237,15.0
5559,69.862,28.957,0.0,70.116,29.911,0.0,69.862,28.957,15.0,70.116,29.911,15.0
5560,69.244,28.576,0.0,69.862,28.957,0.0,69.244,28.576,15.0,69.862,28.957,15.0
5561,68.541,28.93,0.0,69.244,28.576,0.0,68.541,28.93,15.0,69.244,28.576,15.0
5562,68.119,29.584,0.0,68.541,28.93,0.0,68.119,29.584,15.0,68.541,28.93,15.0
5563,67.894,29.665,0.0,68.119,29.584,0.0,67.894,29.665,15.0,68.119,29.584,15.0
5564,67.662,29.654,0.0,67.894,29.665,0.0,67.662,29.654,15.0,67.894,29.665,15.0
5565,66.037,29.62,0.0,67.662,29.654,0.0,66.037,29.62,15.0,67.662,29.654,15.0
5566,65.688,28.464,0.0,66.037,29.62,0.0,65.688,28.464,15.0,66.037,29.62,15.0
5567,65.688,28.464,0.0,66.275,28.419,0.0,65.688,28.464,15.0,66.275,28.419,15.0
5568,66.145,27.767,0.0,66.275,28.419,0.0,66.145,27.767,15.0,66.275,28.419,15.0
5569,65.992,26.873,0.0,66.145,27.767,0.0,65.992,26.873,15.0,66.145,27.767,15.0
5570,65.87,26.214,0.0,65.992,26.873,0.0,65.87,26.214,15.0,65.992,26.873,15.0
5571,65.87,26.214,0.0,65.88,25.113,0.0,65.87,26.214,15.0,65.88,25.113,15.0
5572,65.697,24.541,0.0,65.88,25.113,0.0,65.697,24.541,15.0,65.88,25.113,15.0
5573,65.239,24.226,0.0,65.697,24.541,0.0,64.22920256130271,25.45490203885645,30.0,64.68720256130271,25.76990203885645,30.0
5574,64.275,23.694,0.0,65.239,24.226,0.0,64.275,23.694,15.0,65.239,24.226,15.0
5575,63.631,23.201,0.0,64.275,23.694,0.0,63.631,23.201,15.0,64.275,23.694,15.0
5576,62.877,22.683,0.0,63.631,23.201,0.0,62.877,22.683,15.0,63.631,23.201,15.0
5577,62.502,22.385,0.0,62.877,22.683,0.0,62.502,22.385,15.0,62.877,22.683,15.0
5578,62.133,22.083,0.0,62.502,22.385,0.0,62.133,22.083,15.0,62.502,22.385,15.0
5579,62.096,21.425,0.0,62.133,22.083,0.0,62.096,21.425,15.0,62.133,22.083,15.0
5580,61.848,21.126,0.0,62.096,21.425,0.0,61.848,21.126,15.0,62.096,21.425,15.0
5581,61.492,20.644,0.0,61.848,21.126,0.0,61.492,20.644,15.0,61.848,21.126,15.0
5582,61.23,20.23,0.0,61.492,20.644,0.0,61.23,20.23,15.0,61.492,20.644,15.0
5583,60.97,19.813,0.0,61.23,20.23,0.0,60.97,19.813,15.0,61.23,20.23,15.0
5584,60.712,19.306,0.0,60.97,19.813,0.0,60.712,19.306,15.0,60.97,19.813,15.0
5585,60.456,18.798,0.0,60.712,19.306,0.0,60.456,18.798,15.0,60.712,19.306,15.0
5586,60.215,18.24,0.0,60.456,18.798,0.0,60.215,18.24,15.0,60.456,18.798,15.0
5587,60.062,17.458,0.0,60.215,18.24,0.0,60.062,17.458,15.0,60.215,18.24,15.0
5588,60.02,16.713,0.0,60.062,17.458,0.0,60.02,16.713,15.0,60.062,17.458,15.0
5589,59.964,16.142,0.0,60.02,16.713,0.0,59.964,16.142,15.0,60.02,16.713,15.0
5590,59.909,15.572,0.0,59.964,16.142,0.0,59.909,15.572,15.0,59.964,16.142,15.0
5591,59.642,15.242,0.0,59.909,15.572,0.0,59.642,15.242,15.0,59.909,15.572,15.0
5592,59.41,14.895,0.0,59.642,15.242,0.0,59.41,14.895,15.0,59.642,15.242,15.0
5593,59.034,15.088,0.0,59.41,14.895,0.0,59.034,15.088,15.0,59.41,14.895,15.0
5594,58.589,14.646,0.0,59.034,15.088,0.0,58.589,14.646,15.0,59.034,15.088,15.0
5595,58.213,14.916,0.0,58.589,14.646,0.0,58.213,14.916,15.0,58.589,14.646,15.0
5596,57.984,14.599,0.0,58.213,14.916,0.0,57.984,14.599,15.0,58.213,14.916,15.0
5597,57.476,14.662,0.0,57.984,14.599,0.0,57.476,14.662,15.0,57.984,14.599,15.0
5598,57.002,14.66,0.0,57.476,14.662,0.0,57.002,14.66,15.0,57.476,14.662,15.0
5599,56.819,14.302,0.0,57.002,14.66,0.0,56.819,14.302,15.0,57.002,14.66,15.0
5600,56.762,14.208,0.0,56.819,14.302,0.0,56.762,14.208,0.0,56.819,14.302,0.0
5601,56.762,14.208,0.0,56.903,14.141,0.0,56.762,14.208,0.0,56.903,14.141,0.0
5602,56.903,14.141,0.0,57.037,14.068,0.0,56.903,14.141,0.0,57.037,14.068,0.0
5603,56.969,13.937,0.0,57.037,14.068,0.0,56.969,13.937,0.0,57.037,14.068,0.0
5604,56.969,13.937,0.0,57.14,13.848,0.0,56.969,13.937,0.0,57.14,13.848,0.0
5605,57.14,13.848,0.0,57.299,13.772,0.0,57.14,13.848,0.0,57.299,13.772,0.0
5606,57.299,13.772,0.0,57.301,13.74,0.0,57.299,13.772,0.0,57.301,13.74,0.0
5607,57.301,13.74,0.0,57.477,13.643,0.0,57.301,13.74,0.0,57.477,13.643,0.0
5608,57.477,13.643,0.0,57.689,13.523,0.0,57.477,13.643,0.0,57.689,13.523,0.0
5609,57.689,13.523,0.0,57.81,13.451,0.0,57.689,13.523,0.0,57.81,13.451,0.0
5610,57.733,13.309,0.0,57.81,13.451,0.0,57.733,13.309,0.0,57.81,13.451,0.0
5611,57.639,13.138,0.0,57.733,13.309,0.0,57.639,13.138,0.0,57.733,13.309,0.0
5612,57.639,13.138,0.0,57.867,13.002,0.0,57.639,13.138,0.0,57.867,13.002,0.0
5613,57.867,13.002,0.0,58.239,12.745,0.0,57.867,13.002,0.0,58.239,12.745,0.0
5614,58.017,12.284,0.0,58.239,12.745,0.0,58.017,12.284,0.0,58.239,12.745,0.0
5615,57.796,11.821,0.0,58.017,12.284,0.0,57.796,11.821,0.0,58.017,12.284,0.0
5616,57.576,11.359,0.0,57.796,11.821,0.0,57.576,11.359,0.0,57.796,11.821,0.0
5617,57.356,10.896,0.0,57.576,11.359,0.0,57.356,10.896,0.0,57.576,11.359,0.0
5618,57.138,10.434,0.0,57.356,10.896,0.0,57.138,10.434,0.0,57.356,10.896,0.0
5619,56.919,9.971,0.0,57.138,10.434,0.0,56.919,9.971,0.0,57.138,10.434,0.0
5620,56.919,9.971,0.0,57.261,9.681,0.0,56.919,9.971,0.0,57.261,9.681,0.0
5621,57.261,9.681,0.0,57.491,9.942,0.0,57.261,9.681,0.0,57.491,9.942,0.0
5622,57.491,9.942,0.0,58.063,9.532,0.0,57.491,9.942,0.0,58.063,9.532,0.0
5623,58.018,9.45,0.0,58.063,9.532,0.0,58.018,9.45,0.0,58.063,9.532,0.0
5624,58.018,9.45,0.0,58.263,9.293,0.0,58.018,9.45,0.0,58.263,9.293,0.0
5625,58.148,9.09,0.0,58.263,9.293,0.0,58.148,9.09,0.0,58.263,9.293,0.0
5626,58.148,9.09,0.0,58.43,8.863,0.0,58.148,9.09,0.0,58.43,8.863,0.0
5627,58.251,8.647,0.0,58.43,8.863,0.0,58.251,8.647,0.0,58.43,8.863,0.0
5628,58.251,8.647,0.0,58.611,8.401,0.0,58.251,8.647,0.0,58.611,8.401,0.0
5629,58.611,8.401,0.0,58.918,8.167,0.0,58.611,8.401,0.0,58.918,8.167,0.0
5630,58.88,8.097,0.0,58.918,8.167,0.0,58.88,8.097,0.0,58.918,8.167,0.0
5631,58.88,8.097,0.0,59.309,7.768,0.0,58.88,8.097,0.0,59.309,7.768,0.0
5632,59.22,7.673,0.0,59.309,7.768,0.0,59.22,7.673,0.0,59.309,7.768,0.0
5633,59.22,7.673,0.0,59.7,7.312,0.0,59.22,7.673,0.0,59.7,7.312,0.0
5634,59.7,7.312,0.0,60.179,6.951,0.0,59.7,7.312,0.0,60.179,6.951,0.0
5635,60.038,6.767,0.0,60.179,6.951,0.0,60.038,6.767,0.0,60.179,6.951,0.0
5636,60.038,6.767,0.0,60.67,6.31,0.0,60.038,6.767,0.0,60.67,6.31,0.0
5637,60.67,6.31,0.0,61.142,5.91,0.0,60.67,6.31,0.0,61.142,5.91,0.0
5638,61.142,5.91,0.0,61.657,5.49,0.0,61.142,5.91,0.0,61.657,5.49,0.0
5639,61.529,5.262,0.0,61.657,5.49,0.0,61.529,5.262,0.0,61.657,5.49,0.0
5640,61.529,5.262,0.0,62.0,4.911,0.0,61.529,5.262,0.0,62.0,4.911,0.0
5641,62.0,4.911,0.0,62.457,4.523,0.0,62.0,4.911,0.0,62.457,4.523,0.0
5642,62.457,4.523,0.0,63.002,4.108,0.0,62.457,4.523,0.0,63.002,4.108,0.0
5643,62.868,3.893,0.0,63.002,4.108,0.0,62.868,3.893,0.0,63.002,4.108,0.0
5644,62.868,3.893,0.0,63.331,3.631,0.0,62.868,3.893,0.0,63.331,3.631,0.0
5645,63.331,3.631,0.0,63.388,3.7,0.0,63.331,3.631,0.0,63.388,3.7,0.0
5646,63.388,3.7,0.0,63.819,3.482,0.0,63.388,3.7,0.0,63.819,3.482,0.0
5647,63.819,3.482,0.0,63.89,3.602,0.0,63.819,3.482,0.0,63.89,3.602,0.0
5648,63.89,3.602,0.0,64.618,3.217,0.0,63.89,3.602,0.0,64.618,3.217,0.0
5649,64.618,3.217,0.0,65.489,3.299,0.0,64.618,3.217,0.0,65.489,3.299,0.0
5650,65.489,3.299,0.0,65.963,2.971,0.0,65.489,3.299,0.0,65.963,2.971,0.0
5651,65.963,2.971,0.0,66.379,2.752,0.0,65.963,2.971,0.0,66.379,2.752,0.0
5652,66.179,2.393,0.0,66.379,2.752,0.0,66.179,2.393,0.0,66.379,2.752,0.0
5653,65.992,2.052,0.0,66.179,2.393,0.0,65.992,2.052,0.0,66.179,2.393,0.0
5654,65.992,2.052,0.0,66.333,1.859,0.0,65.992,2.052,0.0,66.333,1.859,0.0
5655,66.333,1.859,0.0,66.673,1.621,0.0,66.333,1.859,0.0,66.673,1.621,0.0
5656,66.493,1.331,0.0,66.673,1.621,0.0,66.493,1.331,0.0,66.673,1.621,0.0
5657,66.493,1.331,0.0,66.87,1.068,0.0,66.493,1.331,0.0,66.87,1.068,0.0
5658,66.657,0.722,0.0,66.87,1.068,0.0,66.657,0.722,0.0,66.87,1.068,0.0
5659,66.657,0.722,0.0,67.159,0.337,0.0,66.657,0.722,0.0,67.159,0.337,0.0
5660,66.839,-0.039,0.0,67.159,0.337,0.0,66.839,-0.039,0.0,67.159,0.337,0.0
5661,66.839,-0.039,0.0,67.209,-0.34,0.0,66.839,-0.039,0.0,67.209,-0.34,0.0
5662,67.023,-0.578,0.0,67.209,-0.34,0.0,67.023,-0.578,0.0,67.209,-0.34,0.0
5663,67.023,-0.578,0.0,67.662,-1.04,0.0,67.023,-0.578,0.0,67.662,-1.04,0.0
5664,67.367,-1.44,0.0,67.662,-1.04,0.0,67.367,-1.44,0.0,67.662,-1.04,0.0
5665,67.367,-1.44,0.0,67.929,-1.913,0.0,67.367,-1.44,0.0,67.929,-1.913,0.0
5666,67.788,-2.088,0.0,67.929,-1.913,0.0,67.788,-2.088,0.0,67.929,-1.913,0.0
5667,67.788,-2.088,0.0,68.249,-2.54,0.0,67.788,-2.088,0.0,68.249,-2.54,0.0
5668,67.892,-2.888,0.0,68.249,-2.54,0.0,67.892,-2.888,0.0,68.249,-2.54,0.0
5669,67.892,-2.888,0.0,68.27,-3.351,0.0,67.892,-2.888,0.0,68.27,-3.351,0.0
5670,68.27,-3.351,0.0,68.667,-3.771,0.0,68.27,-3.351,0.0,68.667,-3.771,0.0
5671,68.349,-4.118,0.0,68.667,-3.771,0.0,68.349,-4.118,0.0,68.667,-3.771,0.0
5672,68.349,-4.118,0.0,68.751,-4.549,0.0,68.349,-4.118,0.0,68.751,-4.549,0.0
5673,68.198,-5.042,0.0,68.751,-4.549,0.0,68.198,-5.042,0.0,68.751,-4.549,0.0
5674,68.198,-5.042,0.0,68.607,-5.472,0.0,68.198,-5.042,0.0,68.607,-5.472,0.0
5675,68.219,-5.891,0.0,68.607,-5.472,0.0,68.219,-5.891,0.0,68.607,-5.472,0.0
5676,67.782,-6.259,0.0,68.219,-5.891,0.0,67.782,-6.259,0.0,68.219,-5.891,0.0
5677,67.782,-6.259,0.0,68.274,-6.811,0.0,67.782,-6.259,0.0,68.274,-6.811,0.0
5678,68.274,-6.811,0.0,69.007,-6.538,0.0,68.274,-6.811,0.0,69.007,-6.538,0.0
5679,69.007,-6.538,0.0,69.806,-6.445,0.0,69.007,-6.538,0.0,69.806,-6.445,0.0
5680,69.806,-6.445,0.0,70.292,-6.474,0.0,69.806,-6.445,0.0,70.292,-6.474,0.0
5681,70.292,-6.474,0.0,70.786,-6.502,0.0,70.292,-6.474,0.0,70.786,-6.502,0.0
5682,70.786,-6.502,0.0,71.312,-6.599,0.0,70.786,-6.502,0.0,71.312,-6.599,0.0
5683,71.312,-6.599,0.0,71.834,-6.696,0.0,71.312,-6.599,0.0,71.834,-6.696,0.0
5684,71.834,-6.696,0.0,72.355,-6.867,0.0,71.834,-6.696,0.0,72.355,-6.867,0.0
5685,72.355,-6.867,0.0,72.884,-7.038,0.0,72.355,-6.867,0.0,72.884,-7.038,0.0
5686,72.884,-7.038,0.0,73.392,-7.039,0.0,72.884,-7.038,0.0,73.392,-7.039,0.0
5687,73.392,-7.039,0.0,73.544,-6.191,0.0,73.392,-7.039,0.0,73.544,-6.191,0.0
5688,73.544,-6.191,0.0,73.704,-5.778,0.0,73.544,-6.191,0.0,73.704,-5.778,0.0
5689,73.704,-5.778,0.0,73.77,-4.927,0.0,73.704,-5.778,0.0,73.77,-4.927,0.0
5690,73.77,-4.927,0.0,73.883,-4.307,0.0,73.77,-4.927,0.0,73.883,-4.307,0.0
5691,73.883,-4.307,0.0,74.358,-4.411,0.0,73.883,-4.307,0.0,74.358,-4.411,0.0
5692,74.358,-4.411,0.0,74.833,-4.514,0.0,74.358,-4.411,0.0,74.833,-4.514,0.0
5693,74.833,-4.514,0.0,75.518,-4.776,0.0,74.833,-4.514,0.0,75.518,-4.776,0.0
5694,75.518,-4.776,0.0,76.203,-5.038,0.0,75.518,-4.776,0.0,76.203,-5.038,0.0
5695,76.203,-5.038,0.0,76.779,-5.046,0.0,76.203,-5.038,0.0,76.779,-5.046,0.0
5696,76.779,-5.046,0.0,77.356,-5.055,0.0,76.779,-5.046,0.0,77.356,-5.055,0.0
5697,77.356,-5.055,0.0,77.981,-4.994,0.0,77.356,-5.055,0.0,77.981,-4.994,0.0
5698,77.981,-4.994,0.0,78.606,-4.932,0.0,77.981,-4.994,0.0,78.606,-4.932,0.0
5699,78.606,-4.932,0.0,79.141,-4.752,0.0,78.606,-4.932,0.0,79.141,-4.752,0.0
5700,79.141,-4.752,0.0,79.676,-4.573,0.0,79.141,-4.752,0.0,79.676,-4.573,0.0
5701,79.676,-4.573,0.0,80.374,-4.393,0.0,79.676,-4.573,0.0,80.374,-4.393,0.0
5702,80.374,-4.393,0.0,81.072,-4.213,0.0,80.374,-4.393,0.0,81.072,-4.213,0.0
5703,81.072,-4.213,0.0,81.701,-4.031,0.0,81.072,-4.213,0.0,81.701,-4.031,0.0
5704,81.701,-4.031,0.0,82.33,-3.848,0.0,81.701,-4.031,0.0,82.33,-3.848,0.0
5705,82.33,-3.848,0.0,82.796,-3.641,0.0,82.33,-3.848,0.0,82.796,-3.641,0.0
5706,82.796,-3.641,0.0,83.263,-3.433,0.0,82.796,-3.641,0.0,83.263,-3.433,0.0
5707,83.263,-3.433,0.0,83.729,-3.225,0.0,83.263,-3.433,0.0,83.729,-3.225,0.0
5708,83.729,-3.225,0.0,84.195,-3.017,0.0,83.729,-3.225,0.0,84.195,-3.017,0.0
5709,84.195,-3.017,0.0,84.987,-3.181,0.0,84.195,-3.017,0.0,84.987,-3.181,0.0
5710,84.987,-3.181,0.0,85.779,-3.344,0.0,84.987,-3.181,0.0,85.779,-3.344,0.0
5711,85.779,-3.344,0.0,86.501,-3.716,0.0,85.779,-3.344,0.0,86.501,-3.716,0.0
5712,86.501,-3.716,0.0,87.225,-4.088,0.0,86.501,-3.716,0.0,87.225,-4.088,0.0
5713,87.225,-4.088,0.0,87.923,-3.529,0.0,87.225,-4.088,0.0,87.923,-3.529,0.0
5714,87.923,-3.529,0.0,88.62,-2.969,0.0,87.923,-3.529,0.0,88.62,-2.969,0.0
5715,88.62,-2.969,0.0,88.828,-2.271,0.0,88.62,-2.969,0.0,88.828,-2.271,0.0
5716,88.828,-2.271,0.0,89.036,-1.574,0.0,88.828,-2.271,0.0,89.036,-1.574,0.0
5717,89.036,-1.574,0.0,89.43,-1.179,0.0,89.036,-1.574,0.0,89.43,-1.179,0.0
5718,89.43,-1.179,0.0,89.825,-0.783,0.0,89.43,-1.179,0.0,89.825,-0.783,0.0
5719,89.825,-0.783,0.0,90.63,-0.45,0.0,89.825,-0.783,0.0,90.63,-0.45,0.0
5720,90.63,-0.45,0.0,91.436,-0.117,0.0,90.63,-0.45,0.0,91.436,-0.117,0.0
5721,91.436,-0.117,0.0,92.241,0.216,0.0,91.436,-0.117,0.0,92.241,0.216,0.0
5722,92.241,0.216,0.0,93.046,0.549,0.0,92.241,0.216,0.0,93.046,0.549,0.0
5723,93.046,0.549,0.0,93.852,0.882,0.0,93.046,0.549,15.0,93.852,0.882,15.0
5724,93.852,0.882,0.0,94.415,1.493,0.0,93.852,0.882,15.0,94.415,1.493,15.0
5725,94.415,1.493,0.0,95.104,2.221,0.0,94.415,1.493,15.0,95.104,2.221,15.0
5726,94.781,2.51,0.0,95.104,2.221,0.0,94.781,2.51,0.0,95.104,2.221,0.0
5727,94.451,2.786,0.0,94.781,2.51,0.0,94.451,2.786,0.0,94.781,2.51,0.0
5728,94.161,3.107,0.0,94.451,2.786,0.0,94.161,3.107,0.0,94.451,2.786,0.0
5729,93.891,3.443,0.0,94.161,3.107,0.0,93.891,3.443,0.0,94.161,3.107,0.0
5730,93.659,3.806,0.0,93.891,3.443,0.0,93.659,3.806,0.0,93.891,3.443,0.0
5731,93.407,4.155,0.0,93.659,3.806,0.0,93.407,4.155,0.0,93.659,3.806,0.0
5732,93.177,4.518,0.0,93.407,4.155,0.0,93.177,4.518,0.0,93.407,4.155,0.0
5733,93.0,4.91,0.0,93.177,4.518,0.0,93.0,4.91,0.0,93.177,4.518,0.0
5734,92.846,5.311,0.0,93.0,4.91,0.0,92.846,5.311,0.0,93.0,4.91,0.0
5735,92.711,5.719,0.0,92.846,5.311,0.0,92.711,5.719,0.0,92.846,5.311,0.0
5736,92.586,6.13,0.0,92.711,5.719,0.0,92.586,6.13,0.0,92.711,5.719,0.0
5737,92.452,6.538,0.0,92.586,6.13,0.0,92.452,6.538,0.0,92.586,6.13,0.0
5738,92.302,6.939,0.0,92.452,6.538,0.0,92.302,6.939,0.0,92.452,6.538,0.0
5739,92.165,7.346,0.0,92.302,6.939,0.0,92.165,7.346,0.0,92.302,6.939,0.0
5740,91.999,7.74,0.0,92.165,7.346,0.0,91.999,7.74,0.0,92.165,7.346,0.0
5741,91.832,8.134,0.0,91.999,7.74,0.0,91.832,8.134,0.0,91.999,7.74,0.0
5742,91.676,8.531,0.0,91.832,8.134,0.0,91.676,8.531,0.0,91.832,8.134,0.0
5743,91.55,8.94,0.0,91.676,8.531,0.0,91.55,8.94,0.0,91.676,8.531,0.0
5744,91.55,8.94,0.0,91.554,9.104,0.0,91.55,8.94,0.0,91.554,9.104,0.0
5745,91.533,9.604,0.0,91.554,9.104,0.0,92.00565487491252,9.623600640690219,30.0,92.02665487491252,9.123600640690219,30.0
5746,91.533,9.604,0.0,91.559,10.056,0.0,92.00596311670486,9.57725116743677,30.0,92.03196311670486,10.02925116743677,30.0
5747,91.559,10.056,0.0,91.576,10.514,0.0,92.03307912327361,10.038748454758823,30.0,92.0500791232736,10.496748454758823,30.0
5748,91.576,10.514,0.0,91.591,11.3,0.0,92.05127900948705,10.505149245001572,30.0,92.06627900948705,11.291149245001574,30.0
5749,91.591,11.3,0.0,91.595,11.778,0.0,92.18083194077155,11.295202543900361,30.0,92.18483194077156,11.77320254390036,30.0
5750,91.595,11.778,0.0,91.834,13.078,0.0,92.17741260715206,11.674791016747532,30.0,92.41641260715207,12.974791016747531,30.0
5751,91.834,13.078,0.0,92.141,13.901,0.0,92.3924125397073,12.878810600336783,30.0,92.6994125397073,13.701810600336783,30.0
5752,92.141,13.901,0.0,92.671,14.819,0.0,92.66120365494545,13.616182864207873,30.0,93.19120365494545,14.534182864207875,30.0
5753,92.671,14.819,0.0,93.329,15.926,0.0,93.1906568881597,14.529068560378033,30.0,93.84865688815968,15.636068560378032,30.0
5754,93.329,15.926,0.0,93.584,16.555,0.0,93.8896278449174,15.714144434353438,30.0,94.14462784491741,16.343144434353437,30.0
5755,93.584,16.555,0.0,93.817,17.243,0.0,94.15836728317264,16.37495991038644,30.0,94.39136728317263,17.06295991038644,30.0
5756,93.817,17.243,0.0,93.842,18.264,0.0,94.42366324898302,17.229390314002455,30.0,94.44866324898302,18.250390314002455,30.0
5757,93.621,19.102,0.0,93.842,18.264,0.0,94.21258145254957,19.244183336226797,30.0,94.43358145254957,18.406183336226796,30.0
5758,93.195,20.02,0.0,93.621,19.102,0.0,93.75609680985588,20.2549532051414,30.0,94.18209680985588,19.336953205141402,30.0
5759,92.328,22.109,0.0,93.195,20.02,0.0,92.90444759935693,22.32170180882406,30.0,93.77144759935692,20.232701808824057,30.0
5760,92.328,22.109,0.0,92.345,23.379,0.0,92.95461054288083,22.101809488141296,30.0,92.97161054288082,23.371809488141295,30.0
5761,,,,,,,,,,,,
